TestsAffected, AS, LocationCode, Start, End, URL
381, AS21243, eupl, 2015-11-01, 2018-04-01, https://viz.measurementlab.net/location/eupl?aggr=month&isps=AS21243&start=2014-11-01&end=2018-04-01
381, AS23483, nausca, 2016-10-01, 2018-11-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS23483&start=2015-10-01&end=2018-11-01
381, AS2572, nausmospringfield, 2015-06-01, 2017-08-01, https://viz.measurementlab.net/location/nausmospringfield?aggr=month&isps=AS2572&start=2014-06-01&end=2017-08-01
381, AS25961, nausorcorvallis, 2013-06-01, 2018-06-01, https://viz.measurementlab.net/location/nausorcorvallis?aggr=month&isps=AS25961&start=2012-06-01&end=2018-06-01
381, AS26127x, nausilbenton, 2014-05-01, 2017-11-01, https://viz.measurementlab.net/location/nausilbenton?aggr=month&isps=AS26127x&start=2013-05-01&end=2017-11-01
381, AS29072, eu, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS29072&start=2016-02-01&end=2019-04-01
381, AS44514, eu, 2014-04-01, 2017-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44514&start=2013-04-01&end=2017-06-01
381, AS47331, eutr35izmir, 2013-10-01, 2015-07-01, https://viz.measurementlab.net/location/eutr35izmir?aggr=month&isps=AS47331&start=2012-10-01&end=2015-07-01
381, AS48507, eu, 2015-04-01, 2017-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48507&start=2014-04-01&end=2017-12-01
381, AS58877, ocau, 2016-11-01, 2019-04-01, https://viz.measurementlab.net/location/ocau?aggr=month&isps=AS58877&start=2015-11-01&end=2019-04-01
382, AS10796x, nausnyjordan, 2016-09-01, 2019-02-01, https://viz.measurementlab.net/location/nausnyjordan?aggr=month&isps=AS10796x&start=2015-09-01&end=2019-02-01
382, AS22561, nausmobranson, 2011-07-01, 2015-05-01, https://viz.measurementlab.net/location/nausmobranson?aggr=month&isps=AS22561&start=2010-07-01&end=2015-05-01
382, AS22773, nauslagretna, 2011-08-01, 2013-02-01, https://viz.measurementlab.net/location/nauslagretna?aggr=month&isps=AS22773&start=2010-08-01&end=2013-02-01
382, AS2516, asjp47urasoe, 2017-04-01, 2019-04-01, https://viz.measurementlab.net/location/asjp47urasoe?aggr=month&isps=AS2516&start=2016-04-01&end=2019-04-01
382, AS32800, nausks, 2016-10-01, 2019-02-01, https://viz.measurementlab.net/location/nausks?aggr=month&isps=AS32800&start=2015-10-01&end=2019-02-01
382, AS33544, naus, 2012-04-01, 2016-05-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS33544&start=2011-04-01&end=2016-05-01
382, AS47331, eutr31, 2013-06-01, 2015-12-01, https://viz.measurementlab.net/location/eutr31?aggr=month&isps=AS47331&start=2012-06-01&end=2015-12-01
382, AS5738, nausvt, 2013-08-01, 2016-02-01, https://viz.measurementlab.net/location/nausvt?aggr=month&isps=AS5738&start=2012-08-01&end=2016-02-01
383, AS10774x, nausohtallmadge, 2017-02-01, 2019-01-01, https://viz.measurementlab.net/location/nausohtallmadge?aggr=month&isps=AS10774x&start=2016-02-01&end=2019-01-01
383, AS10796x, nausnybath, 2017-01-01, 2018-07-01, https://viz.measurementlab.net/location/nausnybath?aggr=month&isps=AS10796x&start=2016-01-01&end=2018-07-01
383, AS13249, euua, 2012-05-01, 2014-07-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS13249&start=2011-05-01&end=2014-07-01
383, AS13367x, nauspawillowstreet, 2016-01-01, 2018-03-01, https://viz.measurementlab.net/location/nauspawillowstreet?aggr=month&isps=AS13367x&start=2015-01-01&end=2018-03-01
383, AS1798, naus, 2013-12-01, 2018-06-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS1798&start=2012-12-01&end=2018-06-01
383, AS20442, naus, 2016-12-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS20442&start=2015-12-01&end=2019-04-01
383, AS22363, euch, 2016-09-01, 2018-12-01, https://viz.measurementlab.net/location/euch?aggr=month&isps=AS22363&start=2015-09-01&end=2018-12-01
383, AS26127x, nausilmahomet, 2015-09-01, 2018-01-01, https://viz.measurementlab.net/location/nausilmahomet?aggr=month&isps=AS26127x&start=2014-09-01&end=2018-01-01
383, AS262687, sabr, 2014-07-01, 2016-11-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262687&start=2013-07-01&end=2016-11-01
383, AS28252, sa, 2012-11-01, 2018-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28252&start=2011-11-01&end=2018-01-01
383, AS46687, na, 2013-08-01, 2016-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS46687&start=2012-08-01&end=2016-04-01
383, AS58315, euru, 2014-01-01, 2018-08-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS58315&start=2013-01-01&end=2018-08-01
383, AS7250, naus, 2014-06-01, 2016-09-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS7250&start=2013-06-01&end=2016-09-01
384, AS10558, nausca, 2015-10-01, 2018-08-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS10558&start=2014-10-01&end=2018-08-01
384, AS11722, nausnywestchazy, 2016-03-01, 2019-04-01, https://viz.measurementlab.net/location/nausnywestchazy?aggr=month&isps=AS11722&start=2015-03-01&end=2019-04-01
384, AS22303, nausnynewpaltz, 2015-04-01, 2018-12-01, https://viz.measurementlab.net/location/nausnynewpaltz?aggr=month&isps=AS22303&start=2014-04-01&end=2018-12-01
384, AS34896, eu, 2014-11-01, 2017-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS34896&start=2013-11-01&end=2017-06-01
384, AS34896, euru, 2014-11-01, 2017-08-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS34896&start=2013-11-01&end=2017-08-01
384, AS34984, eutr32mersin, 2014-06-01, 2017-06-01, https://viz.measurementlab.net/location/eutr32mersin?aggr=month&isps=AS34984&start=2013-06-01&end=2017-06-01
384, AS44050, eu, 2015-09-01, 2017-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44050&start=2014-09-01&end=2017-11-01
384, AS46408, navc, 2013-03-01, 2015-10-01, https://viz.measurementlab.net/location/navc?aggr=month&isps=AS46408&start=2012-03-01&end=2015-10-01
384, AS46690, nausctburlington, 2017-07-01, 2019-04-01, https://viz.measurementlab.net/location/nausctburlington?aggr=month&isps=AS46690&start=2016-07-01&end=2019-04-01
384, AS48964, eu, 2014-08-01, 2017-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48964&start=2013-08-01&end=2017-11-01
384, AS53292, na, 2016-12-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS53292&start=2015-12-01&end=2019-01-01
384, AS55423, asth, 2017-05-01, 2019-03-01, https://viz.measurementlab.net/location/asth?aggr=month&isps=AS55423&start=2016-05-01&end=2019-03-01
384, AS9517, oc, 2016-09-01, 2018-02-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS9517&start=2015-09-01&end=2018-02-01
385, AS10774x, nausohdayton, 2013-06-01, 2015-03-01, https://viz.measurementlab.net/location/nausohdayton?aggr=month&isps=AS10774x&start=2012-06-01&end=2015-03-01
385, AS10921, nauskyfrankfort, 2015-06-01, 2018-11-01, https://viz.measurementlab.net/location/nauskyfrankfort?aggr=month&isps=AS10921&start=2014-06-01&end=2018-11-01
385, AS11398x, nausncfarmville, 2016-12-01, 2019-04-01, https://viz.measurementlab.net/location/nausncfarmville?aggr=month&isps=AS11398x&start=2015-12-01&end=2019-04-01
385, AS12005, na, 2014-07-01, 2016-11-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS12005&start=2013-07-01&end=2016-11-01
385, AS13367x, nausilsouthholland, 2013-03-01, 2018-02-01, https://viz.measurementlab.net/location/nausilsouthholland?aggr=month&isps=AS13367x&start=2012-03-01&end=2018-02-01
385, AS15713, euua, 2015-08-01, 2019-04-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS15713&start=2014-08-01&end=2019-04-01
385, AS19159, na, 2015-06-01, 2017-12-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS19159&start=2014-06-01&end=2017-12-01
385, AS19480, na, 2014-04-01, 2018-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS19480&start=2013-04-01&end=2018-01-01
385, AS19902, na, 2013-06-01, 2016-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS19902&start=2012-06-01&end=2016-04-01
385, AS20115, nauswihartford, 2015-12-01, 2018-02-01, https://viz.measurementlab.net/location/nauswihartford?aggr=month&isps=AS20115&start=2014-12-01&end=2018-02-01
385, AS26470, na, 2017-01-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS26470&start=2016-01-01&end=2019-01-01
385, AS27569, na, 2014-04-01, 2017-11-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS27569&start=2013-04-01&end=2017-11-01
385, AS32490, nausazcoloradocity, 2013-11-01, 2018-06-01, https://viz.measurementlab.net/location/nausazcoloradocity?aggr=month&isps=AS32490&start=2012-11-01&end=2018-06-01
385, AS42498, euru, 2013-07-01, 2017-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS42498&start=2012-07-01&end=2017-03-01
385, AS44078, eu, 2016-06-01, 2018-07-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44078&start=2015-06-01&end=2018-07-01
385, AS4549, na, 2016-07-01, 2019-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS4549&start=2015-07-01&end=2019-03-01
385, AS8788, eu, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS8788&start=2015-09-01&end=2019-04-01
386, AS10796x, nauswiracine, 2012-03-01, 2015-02-01, https://viz.measurementlab.net/location/nauswiracine?aggr=month&isps=AS10796x&start=2011-03-01&end=2015-02-01
386, AS11486x, nauspawaterford, 2013-06-01, 2018-12-01, https://viz.measurementlab.net/location/nauspawaterford?aggr=month&isps=AS11486x&start=2012-06-01&end=2018-12-01
386, AS11492, nausmscleveland, 2016-06-01, 2018-01-01, https://viz.measurementlab.net/location/nausmscleveland?aggr=month&isps=AS11492&start=2015-06-01&end=2018-01-01
386, AS13193, eufr, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS13193&start=2015-08-01&end=2019-04-01
386, AS13367x, nausgasavannah, 2014-02-01, 2016-01-01, https://viz.measurementlab.net/location/nausgasavannah?aggr=month&isps=AS13367x&start=2013-02-01&end=2016-01-01
386, AS13367x, nausinpendleton, 2016-03-01, 2018-06-01, https://viz.measurementlab.net/location/nausinpendleton?aggr=month&isps=AS13367x&start=2015-03-01&end=2018-06-01
386, AS17153, nausnmsocorro, 2014-04-01, 2017-08-01, https://viz.measurementlab.net/location/nausnmsocorro?aggr=month&isps=AS17153&start=2013-04-01&end=2017-08-01
386, AS26633, naus, 2016-06-01, 2018-07-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS26633&start=2015-06-01&end=2018-07-01
386, AS33623, na, 2016-06-01, 2018-11-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS33623&start=2015-06-01&end=2018-11-01
386, AS50204, euua, 2014-08-01, 2018-08-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS50204&start=2013-08-01&end=2018-08-01
386, AS57424, eu, 2016-10-01, 2018-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS57424&start=2015-10-01&end=2018-04-01
386, AS8870, euua, 2013-12-01, 2016-02-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS8870&start=2012-12-01&end=2016-02-01
386, AS9471, oc, 2014-01-01, 2015-12-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS9471&start=2013-01-01&end=2015-12-01
387, AS11827, nauswa, 2015-02-01, 2017-07-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS11827&start=2014-02-01&end=2017-07-01
387, AS13367x, nausilmanteno, 2016-09-01, 2018-12-01, https://viz.measurementlab.net/location/nausilmanteno?aggr=month&isps=AS13367x&start=2015-09-01&end=2018-12-01
387, AS13550, nausaz, 2016-07-01, 2019-04-01, https://viz.measurementlab.net/location/nausaz?aggr=month&isps=AS13550&start=2015-07-01&end=2019-04-01
387, AS17184, nauscasandiego, 2012-05-01, 2015-05-01, https://viz.measurementlab.net/location/nauscasandiego?aggr=month&isps=AS17184&start=2011-05-01&end=2015-05-01
387, AS27768, sa, 2014-05-01, 2018-09-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS27768&start=2013-05-01&end=2018-09-01
387, AS28250, sa, 2013-07-01, 2019-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28250&start=2012-07-01&end=2019-01-01
387, AS35530, euua12kiev, 2014-01-01, 2017-08-01, https://viz.measurementlab.net/location/euua12kiev?aggr=month&isps=AS35530&start=2013-01-01&end=2017-08-01
387, AS39961, na, 2017-12-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS39961&start=2016-12-01&end=2019-04-01
387, AS46690, nausctplainville, 2016-12-01, 2019-04-01, https://viz.measurementlab.net/location/nausctplainville?aggr=month&isps=AS46690&start=2015-12-01&end=2019-04-01
387, AS46970, naus, 2015-02-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS46970&start=2014-02-01&end=2019-04-01
387, AS5050, naus, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS5050&start=2016-02-01&end=2019-04-01
387, AS50627, eu, 2016-08-01, 2018-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS50627&start=2015-08-01&end=2018-03-01
387, AS52973, sabr, 2015-01-01, 2016-09-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS52973&start=2014-01-01&end=2016-09-01
387, AS6702, eu, 2015-08-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS6702&start=2014-08-01&end=2019-03-01
387, AS6983, nausgaatlanta, 2012-09-01, 2014-11-01, https://viz.measurementlab.net/location/nausgaatlanta?aggr=month&isps=AS6983&start=2011-09-01&end=2014-11-01
387, AS7049, saar, 2015-09-01, 2017-05-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS7049&start=2014-09-01&end=2017-05-01
387, AS7349, naus, 2015-06-01, 2017-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS7349&start=2014-06-01&end=2017-10-01
388, AS10774x, nausmsyazoocity, 2016-09-01, 2019-01-01, https://viz.measurementlab.net/location/nausmsyazoocity?aggr=month&isps=AS10774x&start=2015-09-01&end=2019-01-01
388, AS10796x, nausscmurrellsinlet, 2012-12-01, 2016-12-01, https://viz.measurementlab.net/location/nausscmurrellsinlet?aggr=month&isps=AS10796x&start=2011-12-01&end=2016-12-01
388, AS1967, eutr68ankara, 2012-08-01, 2015-03-01, https://viz.measurementlab.net/location/eutr68ankara?aggr=month&isps=AS1967&start=2011-08-01&end=2015-03-01
388, AS24445, as, 2016-04-01, 2019-04-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS24445&start=2015-04-01&end=2019-04-01
388, AS262744, sabr, 2013-05-01, 2018-05-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262744&start=2012-05-01&end=2018-05-01
388, AS31939, nausnc, 2015-05-01, 2017-08-01, https://viz.measurementlab.net/location/nausnc?aggr=month&isps=AS31939&start=2014-05-01&end=2017-08-01
388, AS6389, nausncasheville, 2015-12-01, 2018-01-01, https://viz.measurementlab.net/location/nausncasheville?aggr=month&isps=AS6389&start=2014-12-01&end=2018-01-01
389, AS10796x, nausnclaurinburg, 2013-01-01, 2017-03-01, https://viz.measurementlab.net/location/nausnclaurinburg?aggr=month&isps=AS10796x&start=2012-01-01&end=2017-03-01
389, AS12042, nausmnminneapolis, 2014-04-01, 2016-10-01, https://viz.measurementlab.net/location/nausmnminneapolis?aggr=month&isps=AS12042&start=2013-04-01&end=2016-10-01
389, AS15895, euua14, 2013-11-01, 2019-04-01, https://viz.measurementlab.net/location/euua14?aggr=month&isps=AS15895&start=2012-11-01&end=2019-04-01
389, AS197708, euru, 2016-08-01, 2018-11-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS197708&start=2015-08-01&end=2018-11-01
389, AS3479, nausgaathens, 2011-07-01, 2013-10-01, https://viz.measurementlab.net/location/nausgaathens?aggr=month&isps=AS3479&start=2010-07-01&end=2013-10-01
389, AS49454, eu, 2016-05-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS49454&start=2015-05-01&end=2019-02-01
389, AS52657, sabr, 2016-05-01, 2018-01-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS52657&start=2015-05-01&end=2018-01-01
390, AS10774x, naustxirving, 2011-12-01, 2014-05-01, https://viz.measurementlab.net/location/naustxirving?aggr=month&isps=AS10774x&start=2010-12-01&end=2014-05-01
390, AS13367x, nausmilivonia, 2015-12-01, 2018-02-01, https://viz.measurementlab.net/location/nausmilivonia?aggr=month&isps=AS13367x&start=2014-12-01&end=2018-02-01
390, AS14265, nauscasanjose, 2012-12-01, 2017-08-01, https://viz.measurementlab.net/location/nauscasanjose?aggr=month&isps=AS14265&start=2011-12-01&end=2017-08-01
390, AS14669, na, 2015-05-01, 2018-07-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS14669&start=2014-05-01&end=2018-07-01
390, AS20115, nauswideerfield, 2017-03-01, 2019-04-01, https://viz.measurementlab.net/location/nauswideerfield?aggr=month&isps=AS20115&start=2016-03-01&end=2019-04-01
390, AS22920, na, 2016-08-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22920&start=2015-08-01&end=2019-01-01
390, AS25851, nausflvenice, 2017-06-01, 2019-04-01, https://viz.measurementlab.net/location/nausflvenice?aggr=month&isps=AS25851&start=2016-06-01&end=2019-04-01
390, AS27553, naus, 2012-12-01, 2016-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS27553&start=2011-12-01&end=2016-10-01
390, AS28171, sa, 2013-07-01, 2017-12-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28171&start=2012-07-01&end=2017-12-01
390, AS28300, sa, 2013-06-01, 2017-04-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28300&start=2012-06-01&end=2017-04-01
390, AS34743, euua12, 2014-06-01, 2017-08-01, https://viz.measurementlab.net/location/euua12?aggr=month&isps=AS34743&start=2013-06-01&end=2017-08-01
390, AS376, nacaqcsherbrooke, 2016-06-01, 2018-11-01, https://viz.measurementlab.net/location/nacaqcsherbrooke?aggr=month&isps=AS376&start=2015-06-01&end=2018-11-01
390, AS4181, nausokinola, 2013-06-01, 2018-06-01, https://viz.measurementlab.net/location/nausokinola?aggr=month&isps=AS4181&start=2012-06-01&end=2018-06-01
390, AS44941, euru, 2014-05-01, 2016-04-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS44941&start=2013-05-01&end=2016-04-01
390, AS47331, eutr44, 2014-01-01, 2017-06-01, https://viz.measurementlab.net/location/eutr44?aggr=month&isps=AS47331&start=2013-01-01&end=2017-06-01
390, AS7029, nausncharrisburg, 2015-08-01, 2017-04-01, https://viz.measurementlab.net/location/nausncharrisburg?aggr=month&isps=AS7029&start=2014-08-01&end=2017-04-01
390, AS855, nacanbsussex, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/nacanbsussex?aggr=month&isps=AS855&start=2016-02-01&end=2019-04-01
391, AS11398x, nausncnewtongrove, 2017-03-01, 2019-02-01, https://viz.measurementlab.net/location/nausncnewtongrove?aggr=month&isps=AS11398x&start=2016-03-01&end=2019-02-01
